transacao1,transacao2,anomaly_score,anomaly,status
17.97647309412493,5.038364906461949,0.07,0,normal
28.783271280644197,37.67276672735828,0.05,0,normal
11.975249105860078,-28.47593936982011,0.0,0,normal
15.91188388821428,-10.197377491052382,0.04,0,normal
5.488445902860607,8.752535230666428,0.08,0,normal
-1.855049337048427,46.51708122876929,0.07,0,normal
-63.71889880382344,-1.2046060644055072,-0.05,1,normal
10.971168383186283,-11.989933362173566,0.04,0,normal
-17.247205130520356,-14.247940188449205,0.01,0,normal
15.74346356830415,-39.61311474990272,-0.04,1,normal
-30.314840070339287,6.853333793226428,0.03,0,normal
-13.179222726076691,-5.600458308112728,0.03,0,normal
-39.1791094512599,20.39328156871349,0.02,0,normal
-15.284886283847907,-14.439752403855024,0.01,0,normal
7.289814895620221,-0.0809928828092086,0.08,0,normal
20.15017778257093,-19.380690230119363,0.02,0,normal
6.116880695787104,-5.757877272793204,0.06,0,normal
-3.173432104802911,-13.222128346318474,0.04,0,normal
25.44498466222348,-11.21148729062874,0.03,0,normal
-22.68507578148069,-6.173409134549034,0.01,0,normal
-20.617491108994862,37.24630987952544,0.05,0,normal
2.081610859854853,-21.280185702599383,0.03,0,normal
-33.356614695277905,2.353149004859935,0.01,0,normal
15.629646822087317,26.72776901188444,0.07,0,normal
-5.143175936649031,7.976635767923557,0.08,0,normal
7.669211197805405,12.935183886301068,0.09,0,normal
27.354746200294564,-24.287606792409147,0.01,0,normal
-21.49325303019478,-9.95550746053108,0.0,0,normal
-3.957884949852768,-0.1796480288036159,0.07,0,normal
6.9590124860050615,-7.242887623582326,0.06,0,normal
-37.702626799885536,9.140077419172972,0.01,0,normal
32.25322510233668,-29.39055111589684,-0.03,1,normal
-10.968779872176777,-13.039350827121348,0.02,0,normal
20.303049384957298,4.740992558518337,0.07,0,normal
0.7373938544673073,58.846545699544166,0.05,0,normal
9.569248268480692,-26.786579727382595,0.01,0,normal
6.122953713145862,-9.651217589035932,0.05,0,normal
-19.49206528879029,-9.402667027676422,0.0,0,normal
-8.419675635655233,-2.3096007752540246,0.06,0,normal
11.690016834522549,-23.23455123034535,0.03,0,normal
22.51432527946683,-11.868005837303734,0.03,0,normal
13.41507576800826,-12.349768040204394,0.04,0,normal
-9.111367867994437,18.509635362912924,0.08,0,normal
-30.843665786101848,42.96767466316331,0.03,0,normal
-5.227633761448676,-43.49752426557658,-0.05,1,normal
-34.24770992531081,-7.840210461366738,-0.01,1,normal
-13.506873780898658,3.0922308102098874,0.06,0,normal
19.98492028609079,-57.63662828433753,-0.08,1,normal
10.51849564974793,14.140659537862678,0.09,0,normal
-10.61570935948579,-3.0440429894083576,0.05,0,normal
-24.868262774095044,0.4439007246531407,0.03,0,normal
7.296433899824136,9.601362514621076,0.09,0,normal
-11.995484327182025,-16.195186417949834,0.02,0,normal
-7.874330835001261,11.650024677103024,0.08,0,normal
-15.461111900950735,9.540848656792294,0.06,0,normal
-8.834710744379628,13.23444452544485,0.08,0,normal
-66.92565538142776,-5.793827817399785,-0.08,1,normal
16.07265909998685,3.1489711103806624,0.07,0,normal
16.28400257983409,-12.923184890929695,0.04,0,normal
-12.471160308380153,-21.88992112099435,0.01,0,normal
-25.71666777676046,-29.056748319161464,-0.04,1,normal
14.517591140864695,12.781296722511646,0.08,0,normal
-15.770226284230034,4.238134232785578,0.05,0,normal
-18.77830844681087,-12.202830249384224,0.0,0,normal
-42.78543531737616,-31.92920445598751,-0.07,1,normal
-8.129622351941745,15.815409705145584,0.08,0,normal
32.33173611046083,-10.831995562134738,0.02,0,normal
10.168035357372789,-1.1263058590149582,0.08,0,normal
10.080700494972026,20.511134936315827,0.08,0,normal
-5.370256884506601,16.27131270518418,0.08,0,normal
-5.420612797029901,13.284104845628889,0.08,0,normal
-2.327699829221893,36.7540545618039,0.08,0,normal
-43.4544639415084,40.39692832991186,0.01,0,normal
2.20629568825268,8.626581435987095,0.08,0,normal
-14.984712187041318,10.22606831854713,0.06,0,normal
-4.378232000666473,-5.85461597699541,0.05,0,normal
-16.74352832202295,-17.76051576012339,0.01,0,normal
37.39174978880136,-16.938288137628042,0.0,0,normal
9.398762474313855,-5.519470969354522,0.06,0,normal
-9.173534274238582,11.151118489173024,0.08,0,normal
-0.5715408698736828,32.41740527762287,0.08,0,normal
3.129523109164688,-7.857081908121749,0.05,0,normal
31.81201002793514,-8.628737062729805,0.03,0,normal
23.167729213173217,37.64258556561094,0.05,0,normal
-0.0843047663091871,-4.036280601309599,0.06,0,normal
47.63030449154801,1.6028814462618135,0.0,0,normal
-1.7447942089547177,-34.6455725774674,-0.02,1,normal
-42.72596546194723,14.28104282737432,0.01,0,normal
37.41774648503305,-33.73061973531786,-0.05,1,normal
-26.47890815089932,-1.798462615431846,0.02,0,normal
-4.390087091084532,-7.877531643460935,0.04,0,normal
6.451100824414201,-36.61310312482311,-0.02,1,normal
21.15563512634662,-2.6971189363154293,0.06,0,normal
11.144589684936664,-13.9178151002145,0.04,0,normal
-29.30937464880152,9.568479077995086,0.04,0,normal
-0.4614581143541705,-1.93964871019067,0.07,0,normal
12.2092358542775,-16.427082427658906,0.04,0,normal
22.17157948544984,-12.52750028908906,0.03,0,normal
17.22677687194197,6.591664586986924,0.08,0,normal
-5.854824861185327,5.953909441544845,0.08,0,normal
-18.46610579307404,31.73325444648704,0.05,0,normal
-8.62560041237193,24.305126429513265,0.07,0,normal
-19.31314163009917,-18.864286095102244,0.0,0,normal
37.08774569152663,-6.803410829123989,0.02,0,normal
-5.544766604057307,-6.907450791348213,0.05,0,normal
18.24549880428465,-32.44894543296357,-0.03,1,normal
6.34539810976796,-16.755431719707165,0.04,0,normal
-0.9029037534908096,5.026590475271324,0.08,0,normal
-17.766363823519796,-22.431336891993165,0.0,0,normal
6.345307574563268,-2.3102356552457293,0.07,0,normal
-46.89354209163554,23.5667263719629,0.01,0,normal
-17.099132706088394,14.518376750156843,0.06,0,normal
-13.60732547957963,8.959478318257375,0.06,0,normal
6.268615931279876,-28.01109574172285,0.01,0,normal
-15.790945560207575,5.820941555729813,0.05,0,normal
6.573260954712838,-5.26251636702697,0.06,0,normal
-30.865275195706506,17.867602574674542,0.04,0,normal
16.03398559330761,-25.918929923368715,0.01,0,normal
0.0659507123335232,22.137017897734065,0.08,0,normal
6.973270627557415,14.251015359781883,0.09,0,normal
19.44556129415084,-14.102339651397656,0.03,0,normal
20.629344510476137,19.0496230439007,0.07,0,normal
5.570109077301103,15.086825139115946,0.08,0,normal
-23.696626966961823,26.10414484011966,0.04,0,normal
15.40725057619529,27.115683148678517,0.07,0,normal
11.980410282687622,-18.794932768492217,0.03,0,normal
-11.16318414176076,7.682396584966151,0.07,0,normal
23.23410658185686,-11.288594147769803,0.03,0,normal
8.12208406571024,-6.24030825743017,0.06,0,normal
-0.4649128141811942,-25.587299546210215,0.02,0,normal
-3.3218241477485377,20.53604399459984,0.08,0,normal
12.11011585146375,-14.654095179528028,0.04,0,normal
-13.235270862743294,16.327052051860814,0.07,0,normal
28.725539385821524,19.80830064932961,0.06,0,normal
25.095104123301063,-0.7577923227181154,0.06,0,normal
-14.74153733763384,29.909397611838923,0.06,0,normal
-0.327875226796564,20.79652189669644,0.08,0,normal
-3.319531699524592,-27.624499656658188,0.0,0,normal
1.1479628011926113,49.13779745317977,0.07,0,normal
17.805386614457287,-31.59626171364274,-0.02,1,normal
-2.9697104820792863,-34.37990151786244,-0.02,1,normal
-1.7034891405191923,28.076847455416942,0.08,0,normal
-15.359036167031965,14.140912263365385,0.06,0,normal
-12.738699537794416,-8.94095355575168,0.02,0,normal
-3.197996923914635,-8.42023547875148,0.05,0,normal
4.7791095173579095,-8.302498569304063,0.05,0,normal
30.185365961046383,15.30739353285458,0.06,0,normal
-1.923638186151374,-12.730962886529928,0.04,0,normal
41.19664141327902,39.28498223240389,0.02,0,normal
8.255104320467805,-28.803649222738077,0.0,0,normal
7.739997540828767,23.954485024700062,0.08,0,normal
-17.28172370224357,-23.655236069080097,-0.0,1,normal
-43.15083351051187,-30.11723783126685,-0.07,1,normal
2.289301235670854,23.57839557449029,0.08,0,normal
-10.97249980719138,19.86409447447509,0.08,0,normal
0.598621118178486,3.374909236518588,0.08,0,normal
16.485700242565965,30.636208455563803,0.07,0,normal
26.78786405378457,-42.03920773667111,-0.06,1,normal
-2.5366067255576485,-2.6988984319584057,0.07,0,normal
12.351929522524374,28.16588629487321,0.08,0,normal
-17.17654076013983,13.264368457200655,0.06,0,normal
5.484022532044259,1.3648570539945042,0.08,0,normal
16.469819464857675,30.997598592091062,0.07,0,normal
-3.7345647249626,-8.2241183311527,0.04,0,normal
-12.177785769548125,33.5112360251125,0.07,0,normal
-2.821659922198015,-7.404921617417894,0.04,0,normal
-18.80099424304301,32.36271074984698,0.05,0,normal
-17.13375096165887,-11.158233011162697,0.01,0,normal
-3.302154157158561,2.180156946350432,0.08,0,normal
15.18816971983727,-14.507350255621578,0.03,0,normal
-37.00393141817195,18.06741678801547,0.02,0,normal
23.097885022516323,-46.56195181662633,-0.07,1,normal
-11.782120920198444,-14.16216574933068,0.02,0,normal
-1.2946577214655537,-46.12595494825612,-0.06,1,normal
3.692723675560877,-11.099594403742286,0.04,0,normal
-0.381292328659053,-6.538970132845914,0.05,0,normal
-0.8026514998119182,-18.608295156069573,0.04,0,normal
9.93587657304104,-14.158159695661992,0.04,0,normal
-9.513809433779116,5.699650921684357,0.07,0,normal
21.630699764415017,-2.2611818399116643,0.06,0,normal
7.094711845277985,17.029133380934137,0.09,0,normal
-8.398628390032588,10.610049270031611,0.08,0,normal
39.22222606634548,-19.58323215975589,-0.01,1,normal
9.834190868356638,-6.399519464356212,0.06,0,normal
-33.63377087984204,7.168327525348826,0.02,0,normal
7.512137647655425,-13.016979407105469,0.04,0,normal
31.73029641590084,-9.90717981676572,0.02,0,normal
-35.11611469271401,-12.66733651522044,-0.02,1,normal
30.352499746355534,-11.792243430684987,0.02,0,normal
28.912176349656164,-7.606151340976383,0.04,0,normal
-18.024611974473284,7.807737344849795,0.05,0,normal
-20.04088878939753,-14.631748587221876,-0.0,1,normal
-6.251065102690126,18.52101065710249,0.09,0,normal
-41.64762709143432,-30.587532360621577,-0.06,1,normal
-8.698695802663703,0.2253681912651686,0.07,0,normal
-22.11956132738785,6.013541485344954,0.04,0,normal
-13.49572252381732,-3.838423698949436,0.04,0,normal
21.047659194481408,11.21586246310848,0.07,0,normal
7.396552494662918,-13.23731165692834,0.04,0,normal
10.768514332976228,26.00317333892469,0.07,0,normal
29.50942839223608,0.0626646268247784,0.05,0,normal
44.86515224297108,25.06271858421271,0.0,0,normal
-19.754828636212554,-18.181437659684303,-0.0,1,normal
-4.069264163148651,9.240805433124311,0.08,0,normal
35.96494105301876,7.783076241233415,0.04,0,normal
-12.765170919051725,-1.7895060790421489,0.05,0,normal
-14.311081979611984,6.3659414851665765,0.06,0,normal
24.16494786114228,22.56352418088618,0.06,0,normal
37.09286905255304,-8.510242103287858,0.02,0,normal
-9.710574061543245,-14.3838194043824,0.03,0,normal
9.713424622259016,-6.7210727835993245,0.06,0,normal
-23.644709220005204,3.618066510438094,0.03,0,normal
-7.286480819329645,-32.59338536473451,-0.02,1,normal
-22.70179945784365,12.745917211442457,0.05,0,normal
-17.023455527015887,-14.208790131653227,0.01,0,normal
-16.559501373674067,-19.58452083753389,0.01,0,normal
-7.883322822647878,-17.697973836737738,0.03,0,normal
42.14006328737227,-1.400694055679521,0.01,0,normal
-14.88681311605588,-8.41683414205338,0.02,0,normal
26.336659370081023,13.69874372997428,0.07,0,normal
13.99789620652746,19.63562153415601,0.08,0,normal
3.6942319773762406,-40.97560570710204,-0.04,1,normal
6.626467659851192,2.0572139593642143,0.08,0,normal
30.69232634482056,-11.892562893563383,0.02,0,normal
45.72044564272225,-10.442736727844157,-0.01,1,normal
25.0580860841149,-40.07650169133372,-0.05,1,normal
-30.97381041099814,32.011317928183544,0.03,0,normal
5.408599446037995,8.5582184850809,0.08,0,normal
23.4786603880964,9.017858633333216,0.07,0,normal
22.94921581370722,-8.14519550065343,0.04,0,normal
36.09092051435463,20.29596054976094,0.05,0,normal
-16.127796820542375,31.976448261123917,0.06,0,normal
-1.1397968292871203,-15.003368246919017,0.04,0,normal
5.628488621349472,-10.807501050749735,0.05,0,normal
16.41423647026666,-3.94877551807964,0.05,0,normal
25.3864740094702,-18.814982693567075,0.02,0,normal
-1.1763387349986756,15.4690437029094,0.09,0,normal
-14.680849312087716,-1.3005809116562324,0.04,0,normal
-5.915441925512268,-10.418865133070394,0.04,0,normal
13.380366994772114,15.420602038105455,0.09,0,normal
-8.947430978116659,12.748419032289164,0.08,0,normal
-4.477123623249712,-4.648376410613743,0.05,0,normal
19.279210252634865,0.4149966923434799,0.06,0,normal
-6.181665143359419,-17.284429080785074,0.03,0,normal
6.705629791295889,-6.572628360737113,0.06,0,normal
-28.982946795182944,38.65152683154831,0.04,0,normal
3.085954066600963,-15.65136402183034,0.04,0,normal
6.12628363969435,17.660339753545045,0.09,0,normal
29.204459024614835,9.078842945091257,0.06,0,normal
-32.87677525935661,-16.286360772716865,-0.02,1,normal
-8.337396364334209,-11.908266726926648,0.03,0,normal
18.095775656240832,-12.154802917086236,0.03,0,normal
-46.15897996670207,-33.17343014340226,-0.08,1,normal
-12.64505042673006,-4.311276658379506,0.04,0,normal
-0.453086046556195,-15.680822365054697,0.04,0,normal
-12.207613044380103,8.105546072492812,0.07,0,normal
-57.36072625809272,4.239240620732547,-0.03,1,normal
-27.724211541981735,41.68849427472276,0.04,0,normal
-11.208399411232486,0.6615418287631912,0.06,0,normal
-5.830373706669855,28.135963547044454,0.08,0,normal
12.389703308184876,0.5958691527301412,0.07,0,normal
33.30091123406164,5.23260822963172,0.05,0,normal
-36.289315758643255,-8.862022813713013,-0.02,1,normal
45.59176033974388,15.733470734349114,0.02,0,normal
9.18022154450874,15.408699285411732,0.09,0,normal
31.703917188083757,-43.26503546621268,-0.07,1,normal
-19.191433463779543,-1.521287989545096,0.03,0,normal
12.837704193407468,-21.475252259451803,0.03,0,normal
-9.31748272011214,-26.08524474743268,0.0,0,normal
